runtime_file,runtime_sha256,dimensions,format,approved_file,manifest_asset_id,source,derivative_notes,image2_record,visual_qa,manifest_exclusion_reason,release_authorization
public/dashboard-art/pairs/pair-fukuei-incarnate.png,350495ce9dcce0ca592b1994c54e03f8b421e69baf9cbb411898d27f0da08dff,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-fukuei-incarnate.png,MEDIA-my-sgg-pair-fukuei-incarnate-v002,assets/candidates/duty-v2/pair-fukuei-incarnate.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-fukuei-incarnate.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-fukuei-spirit.png,c61280c90264142d8853d36fd6e2efae810c28744f906486ca0cdb6da8017068,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-fukuei-spirit.png,MEDIA-my-sgg-pair-fukuei-spirit-v002,assets/candidates/duty-v2/pair-fukuei-spirit.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-fukuei-spirit.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-juraku-doji.png,ca0f48dc9e18c88b18f67ad4f4d39bd40b81d117cd71cbaebeaf5ecfa1848ddf,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-juraku-doji.png,MEDIA-my-sgg-pair-juraku-doji-v002,assets/candidates/duty-v2/pair-juraku-c.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-juraku-c.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-juraku-incarnate.png,544607a798dc90f038444237a11bc5e6fc8381b67e0d163c63eefa71154c54d3,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-juraku-incarnate.png,MEDIA-my-sgg-pair-juraku-incarnate-v002,assets/candidates/duty-v2/pair-juraku-incarnate.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-juraku-incarnate.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-juraku-spirit.png,69c37b09041d2966354fbec96d945f46d0e3a0812df033e40899f51063e528bf,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-juraku-spirit.png,MEDIA-my-sgg-pair-juraku-spirit-v002,assets/candidates/duty-v2/pair-juraku-spirit.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-juraku-spirit.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-saika-doji.png,85aafa564903dd93e849e5f4f67fa26744b699e7257b5285bef7c26d54856501,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-saika-doji.png,MEDIA-my-sgg-pair-saika-doji-v002,assets/candidates/duty-v2/pair-saika-b2.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-saika-b2.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-saika-incarnate.png,0dbc882fea57f79521702ae21ae0929eac108f4a820b9bdc8b899261c00dffa9,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-saika-incarnate.png,MEDIA-my-sgg-pair-saika-incarnate-v002,assets/candidates/duty-v2/pair-saika-incarnate.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-saika-incarnate.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-saika-spirit.png,0dfd7666447bfd7c4c24a4b6755a254fd3e55ca33657540f8342b78a14c46395,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-saika-spirit.png,MEDIA-my-sgg-pair-saika-spirit-v002,assets/candidates/duty-v2/pair-saika-spirit.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-saika-spirit.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-shouren-doji.png,723787d507d61c7c5e8788b30d0b6636f007f7783b6a43ae15efb51f17cbd8a5,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-shouren-doji.png,MEDIA-my-sgg-pair-shouren-doji-v002,assets/candidates/duty-v2/pair-shouren-a.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-shouren-a.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-shouren-incarnate.png,afd6ceef4f51e0df3535552281f8c95ecff34e18a03443d1c36516f111d09c51,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-shouren-incarnate.png,MEDIA-my-sgg-pair-shouren-incarnate-v002,assets/candidates/duty-v2/pair-shouren-incarnate.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-shouren-incarnate.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-shouren-spirit.png,44d8e581754d3a4e7a64c5817fe1c0db0c16dd16fe18f90d6a1ee057787fc8ae,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-shouren-spirit.png,MEDIA-my-sgg-pair-shouren-spirit-v002,assets/candidates/duty-v2/pair-shouren-spirit.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-shouren-spirit.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-sobi-doji.png,b367e325b33b653e06605bffe98a74c21c8ab180b47e74942f50b845e315ce60,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-sobi-doji.png,MEDIA-my-sgg-pair-sobi-doji-v002,assets/candidates/duty-v2/pair-sobi-c.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-sobi-c.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-sobi-incarnate.png,f05098e28e05977de2f38a3769228e26aa71d9f659847106be6aedc446bcf329,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-sobi-incarnate.png,MEDIA-my-sgg-pair-sobi-incarnate-v002,assets/candidates/duty-v2/pair-sobi-incarnate.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-sobi-incarnate.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-sobi-spirit.png,0fa77a038e0b1871da29af89787f1172177eb1528ccff7781adf0d44b0c6076a,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-sobi-spirit.png,MEDIA-my-sgg-pair-sobi-spirit-v002,assets/candidates/duty-v2/pair-sobi-spirit.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-sobi-spirit.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-taiyo-doji.png,a6b7a8944765ed45e573c9001bd5e8b40a77e3ea9ebd8c061c94af68ab0f65db,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-taiyo-doji.png,MEDIA-my-sgg-pair-taiyo-doji-v002,assets/candidates/duty-v2/pair-taiyo-a.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-taiyo-a.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-taiyo-incarnate.png,443516c74ffc4b73cbdf776575867f3a2f7ae5fb8cba52ee964fe536c2705314,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-taiyo-incarnate.png,MEDIA-my-sgg-pair-taiyo-incarnate-v002,assets/candidates/duty-v2/pair-taiyo-incarnate.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-taiyo-incarnate.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-taiyo-spirit.png,72e27f414a7cbd2af9d2e7da77770bf71b0bd17ef4e3733efd2896932632b5ac,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-taiyo-spirit.png,MEDIA-my-sgg-pair-taiyo-spirit-v002,assets/candidates/duty-v2/pair-taiyo-spirit.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-taiyo-spirit.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/stage/duty-ebisu.png,b86395c888d9849818007681fcc71d0998bea5d9e0bac9f86f59a86f2a55df21,570x760,PNG,assets/approved/production/dashboard-art/stage/duty-ebisu.png,MEDIA-my-sgg-duty-ebisu-v004,assets/candidates/duty-v2/pair-ebisu-b.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 GOD-and-OTOMO scene isolated on the stage delivery canvas,assets/candidates/duty-v2/pair-ebisu-b.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/stage/duty-fukuei.png,393bf8bff7c138e74df0884f6c94161b54841889d48c566687c90e52ccd38668,570x760,PNG,assets/approved/production/dashboard-art/stage/duty-fukuei.png,MEDIA-my-sgg-duty-fukuei-v004,assets/candidates/duty-v2/pair-fukuei-b.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 GOD-and-OTOMO scene isolated on the stage delivery canvas,assets/candidates/duty-v2/pair-fukuei-b.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/stage/duty-juraku.png,96a939c0c71f77db72fee5bc723db5e2d921117e85d8752c0d5cb8901a76993d,570x760,PNG,assets/approved/production/dashboard-art/stage/duty-juraku.png,MEDIA-my-sgg-duty-juraku-v004,assets/candidates/duty-v2/pair-juraku-c.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 GOD-and-OTOMO scene isolated on the stage delivery canvas,assets/candidates/duty-v2/pair-juraku-c.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/stage/duty-saika.png,a38000c9a2b45385d445a1d6c4f2c5ddbceb7e172d04dbb51c76e0247fedd19d,570x760,PNG,assets/approved/production/dashboard-art/stage/duty-saika.png,MEDIA-my-sgg-duty-saika-v004,assets/candidates/duty-v2/pair-saika-b2.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 GOD-and-OTOMO scene isolated on the stage delivery canvas,assets/candidates/duty-v2/pair-saika-b2.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/stage/duty-shouren.png,ca145f407fa2e0a13b557055b6fd1fcadb97a3dbeb95d294abbf2f106393a2f6,570x760,PNG,assets/approved/production/dashboard-art/stage/duty-shouren.png,MEDIA-my-sgg-duty-shouren-v004,assets/candidates/duty-v2/pair-shouren-a.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 GOD-and-OTOMO scene isolated on the stage delivery canvas,assets/candidates/duty-v2/pair-shouren-a.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/stage/duty-sobi.png,e4cac6aa2cc9e3edf84a2487e35065cdcd099a12cc5a519c30cb599cf8ecb003,570x760,PNG,assets/approved/production/dashboard-art/stage/duty-sobi.png,MEDIA-my-sgg-duty-sobi-v004,assets/candidates/duty-v2/pair-sobi-c.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 GOD-and-OTOMO scene isolated on the stage delivery canvas,assets/candidates/duty-v2/pair-sobi-c.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/stage/duty-taiyo.png,c9558a5eaa97f0cdb8f5c2741cd077043bf04482b2db93250e5ad634e3637396,570x760,PNG,assets/approved/production/dashboard-art/stage/duty-taiyo.png,MEDIA-my-sgg-duty-taiyo-v004,assets/candidates/duty-v2/pair-taiyo-a.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 GOD-and-OTOMO scene isolated on the stage delivery canvas,assets/candidates/duty-v2/pair-taiyo-a.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/favicon.ico,f1bc4e06e0a958a808398cadcb62128676cf1d9c69550b68d401f957d0f14e85,256x256,ICO,assets/approved/production/favicon.ico,,assets/candidates/favicon/fav-01.png; Image 2.0 multi-size delivery derivative,Purpose-built Image 2.0 icon encoded as a multi-size ICO delivery file,assets/candidates/favicon/fav-01.provenance.json,PIL decode verified; favicon dimensions and hash recorded,validate_pack.py does not support ICO dimension parsing; runtime derivative is tracked in this index,SGG project owner explicit public production publication instruction on 2026-08-19
public/my-sgg-icon-v004.png,a22ac948cfd11bba37a3b6951c069390e642d3763fe101e83facc8bb86576f4e,512x512,PNG,assets/approved/production/my-sgg-icon-v004.png,MEDIA-my-sgg-icon-v004,assets/candidates/favicon/fav-01.png; Image 2.0 icon delivery derivative,Purpose-built Image 2.0 icon exported at the 512px production size,assets/candidates/favicon/fav-01.provenance.json,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/my-sgg-social-og-v004.jpg,4af18727153081986b5cef7d669a35d344368f0a2f467edcdc90ce9412896935,1200x630,JPEG,assets/approved/production/my-sgg-social-og-v004.jpg,MEDIA-my-sgg-social-og-v004,assets/candidates/og-v004/og-d.png and card-d.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 social scene cropped to 1200x630 and encoded as JPEG,assets/candidates/og-v004/PRODUCTION_RECORD.json,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
